📘 Parameter Change Log
Generated: 2025-07-22T11:22:47

✅ New Parameters (in existing or new classes/distributions):
  [ADDED]     Class: com.nokia.aiosc:VLANTermination, Object: Device-1/Ethernet-1/VLANTermination-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EUtranFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1, Parameter: TReselectionEutraSfMedium, Value: '25'
  [ADDED]     Class: com.nokia.aiosc:EUtranFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1, Parameter: ThreshXHighP, Value: '20'
  [ADDED]     Class: com.nokia.aiosc:EUtranFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1, Parameter: ThreshXHighQ, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:EUtranFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1, Parameter: ThreshXLowP, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:EUtranFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1, Parameter: ThreshXLowQ, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryEUtran, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1/BlackListEntryEUtran-1, Parameter: BlackListEntryValue, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryEUtran, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1/BlackListEntryEUtran-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryIdleModeEUtran, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1/BlackListEntryIdleModeEUtran-1, Parameter: BlackListEntryIdleModeValue, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryIdleModeEUtran, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFreqRelation-1/BlackListEntryIdleModeEUtran-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EUtranFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1, Parameter: EarfcnDL, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:EUtranFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1, Parameter: Id, Value: 'Test'
  [ADDED]     Class: com.nokia.aiosc:EUtranFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1, Parameter: MultiBandInfoListEutraNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:EUtranFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MultiBandInfoListEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1/MultiBandInfoListEutra-1, Parameter: MultiBandInfoListEutraValue, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:MultiBandInfoListEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EUtranFrequency-1/MultiBandInfoListEutra-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EmergencyAreaId, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/EmergencyAreaId-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MeasObject, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MeasEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1, Parameter: MeasObjectEutraNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:MeasEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MeasObjectEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1/MeasObjectEutra-1, Parameter: EutraOffsetRange, Value: 'DB_24'
  [ADDED]     Class: com.nokia.aiosc:MeasObjectEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1/MeasObjectEutra-1, Parameter: MeasObjectEutraId, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:MeasObjectEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1/MeasObjectEutra-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MeasObjectEutra, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasEutra-1/MeasObjectEutra-1, Parameter: WidebandRSRQMeas, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:MeasObjectNr, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:AbsThreshCsiRsConsolidation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1/AbsThreshCsiRsConsolidation-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:AbsThreshSsBlocksConsolidation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1/AbsThreshSsBlocksConsolidation-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellIndividualOffsetVS, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1/CellIndividualOffsetVS-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:OffsetMOVS, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/MeasObject-1/MeasObjectNr-1/OffsetMOVS-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRCellRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-1, Parameter: Id, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellIndividualOffset, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRCellRelation-1/CellIndividualOffset-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1, Parameter: BlackListEntryNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NRFreqRelation, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1, Parameter: BlackListEntryIdleModeNumberOfEntries, Value: '1'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntry, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/BlackListEntry-1, Parameter: BlackListEntryValue, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntry, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/BlackListEntry-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryIdleMode, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/BlackListEntryIdleMode-1, Parameter: BlackListEntryIdleModeValue, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:BlackListEntryIdleMode, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/BlackListEntryIdleMode-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:OffsetMO, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFreqRelation-1/OffsetMO-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1, Parameter: ObjectInstance, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1, Parameter: ObjectClass, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRFrequency, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1, Parameter: UserLabel, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MultiFrequencyBandListNR, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1/MultiFrequencyBandListNR-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MultiFrequencyBandListNR, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/NRFrequency-1/MultiFrequencyBandListNR-1, Parameter: MultiFrequencyBandListNR_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:QuantityConfigNR, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1, Parameter: QuantityConfigRefId, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:QuantityConfigNR, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CsiRSFilterConfig, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigCell-1/CsiRSFilterConfig-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SsbFilterConfig, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigCell-1/SsbFilterConfig-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:QuantityConfigRSIndex, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1, Parameter: QuantityConfigRSIndex_CP, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CsiRSFilterConfigQConfigRSI, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/CsiRSFilterConfigQConfigRSI-1, Parameter: FilterCoefficientRSRP, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:CsiRSFilterConfigQConfigRSI, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/CsiRSFilterConfigQConfigRSI-1, Parameter: FilterCoefficientRSRQ, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:CsiRSFilterConfigQConfigRSI, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/CsiRSFilterConfigQConfigRSI-1, Parameter: FilterCoefficientRSSINR, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:SsbFilterConfigRSIndex, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/SsbFilterConfigRSIndex-1, Parameter: FilterCoefficientRSRPn, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:SsbFilterConfigRSIndex, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/SsbFilterConfigRSIndex-1, Parameter: FilterCoefficientRSRQn, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:SsbFilterConfigRSIndex, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/QuantityConfigInfo-1/QuantityConfigNR-1/QuantityConfigRSIndex-1/SsbFilterConfigRSIndex-1, Parameter: FilterCoefficientRSSINRn, Value: 'FC4'
  [ADDED]     Class: com.nokia.aiosc:RRMPolicyRatio2, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/RRMPolicyRatio2-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ReportConfigInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1, Parameter: SparePara2, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ReportConfigInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ReportCfgNr, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1, Parameter: SparaPara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:EventReportList, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:A3EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A3EventInfo-1, Parameter: AnrIntraAggressivePeriod, Value: '60'
  [ADDED]     Class: com.nokia.aiosc:A3EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A3EventInfo-1, Parameter: AnrA3NormalThresholdOffset, Value: '-5'
  [ADDED]     Class: com.nokia.aiosc:A3EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A3EventInfo-1, Parameter: AnrIntraNormalPeriod, Value: '3600'
  [ADDED]     Class: com.nokia.aiosc:A3EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A3EventInfo-1, Parameter: AnrA3AggressiveThreshOffset, Value: '-20'
  [ADDED]     Class: com.nokia.aiosc:A4EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A4EventInfo-1, Parameter: AnrInterAggressivePeriod, Value: '60'
  [ADDED]     Class: com.nokia.aiosc:A4EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A4EventInfo-1, Parameter: AnrInterNormalPeriod, Value: '3600'
  [ADDED]     Class: com.nokia.aiosc:A4EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A4EventInfo-1, Parameter: AnrA4AggressiveThreshold, Value: '26'
  [ADDED]     Class: com.nokia.aiosc:A4EventInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportCfgNr-1/EventTrigger-1/EventTriggerConfig-1/EventReportList-1/Event-1/A4EventInfo-1, Parameter: AnrA4NormalThreshold, Value: '40'
  [ADDED]     Class: com.nokia.aiosc:ReportConfigInterRAT, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/ReportConfigInfo-1/ReportConfigInterRAT-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellReselectionInfoCommon, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/CellReselectionInfoCommon-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:AbsThreshSsBlocksConsolSib2, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/CellReselectionInfoCommon-1/AbsThreshSsBlocksConsolSib2-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellReselectionServingFreqInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/CellReselectionServingFreqInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NrMultiBandInfos, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/FrequencyBands-1/NrMultiBandInfos-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SIntraSearchQ, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/SIntraSearchQ-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SpeedScaleFactors, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/Sib2ConfigInfo-1/IntraFreqCellReselectionInfo-1/SpeedScaleFactors-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SrbCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/CU-1/NRCellCU-1/SrbCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NRCellDU, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1, Parameter: IsExtN77BandEnabled, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:NRCellDU, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1, Parameter: IsMFBISupportEnabled, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:CfgCmn, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/CfgCmn-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CsiRsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/CsiRsCfgInfo-1, Parameter: IsTRSEnable, Value: 'false'
  [ADDED]     Class: com.nokia.aiosc:MultiBandInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/MultiBandInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NrNsPmaxVal, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/MultiBandInfo-1/NrNsPmaxVal-1, Parameter: AdditionalSpectrumEmission, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NrNsPmaxVal, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/MultiBandInfo-1/NrNsPmaxVal-1, Parameter: PMax, Value: '10'
  [ADDED]     Class: com.nokia.aiosc:SubCarrierCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1, Parameter: OffsetToCarrier, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:SubCarrierCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1, Parameter: SparePara2, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:SubCarrierCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1, Parameter: SubCarrierSpacingn, Value: 'KHz30'
  [ADDED]     Class: com.nokia.aiosc:DmrsDlCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsDlCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:DmrsUlCfg, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:TransPrecodingDisabledUl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingDisabledUl-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:TransPrecodingEnabledUl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingEnabledUl-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:DrxInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:L1CfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MibParams, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/MibParams-1, Parameter: SpareParam1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:Sib1Params, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1, Parameter: SparaPara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellAccessInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:CellAccessInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1, Parameter: CellAccessInfoSpareParam, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:CellSelectionInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellSelectionInfo-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:ConnEstFailureControl, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/ConnEstFailureControl-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MacCfgCmn, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:DlMuMimoConfig, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/DlMuMimoConfig-1, Parameter: SparePara2, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:DlMuMimoConfig, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/DlMuMimoConfig-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:MeasGap, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MeasGap-1, Parameter: SparePara1, Value: 'x'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: NsAddInfoNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: NsIdToActNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: NsIdToDeActNumberOfEntries, Value: '0'
  [ADDED]     Class: com.nokia.aiosc:NsCfgInfo, Object: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1, Parameter: NsIdToDelNumberOfEntries, Value: '0'
