Parameter Changes Between 2024 and 2025
[NEW] com.nokia.aiosc:SubCarrierCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1 -> SubCarrierSpacingn
[NEW] com.nokia.aiosc:SubCarrierCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1 -> SparePara2
[NEW] com.nokia.aiosc:SubCarrierCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DlCfgCmn-1/DlFreqInfo-1/SubCarrierCfg-1 -> OffsetToCarrier
[NEW] com.nokia.aiosc:DmrsDlCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsDlCfg-1 -> SparePara1
[NEW] com.nokia.aiosc:DmrsUlCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1 -> SparePara1
[NEW] com.nokia.aiosc:TransPrecodingDisabledUl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingDisabledUl-1 -> SparePara1
[NEW] com.nokia.aiosc:TransPrecodingEnabledUl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DmrsUlCfg-1/TransPrecodingEnabledUl-1 -> SparePara1
[NEW] com.nokia.aiosc:DrxInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/DrxInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:L1CfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:MibParams :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/MibParams-1 -> SpareParam1
[NEW] com.nokia.aiosc:Sib1Params :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1 -> SparaPara1
[NEW] com.nokia.aiosc:CellAccessInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1 -> CellAccessInfoSpareParam
[NEW] com.nokia.aiosc:CellAccessInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellAccessInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:CellSelectionInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/CellSelectionInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:ConnEstFailureControl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/L1CfgInfo-1/Sib1Params-1/ConnEstFailureControl-1 -> SparePara1
[NEW] com.nokia.aiosc:MacCfgCmn :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1 -> SparePara1
[NEW] com.nokia.aiosc:DlMuMimoConfig :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/DlMuMimoConfig-1 -> SparePara2
[NEW] com.nokia.aiosc:DlMuMimoConfig :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MacCfgCmn-1/DlMuMimoConfig-1 -> SparePara1
[NEW] com.nokia.aiosc:MeasGap :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/MeasGap-1 -> SparePara1
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> NsAddInfoNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> Period
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> NsIdToDeActNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> NsIdToActNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> NsModInfoNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> ReslAddInfoNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> ReportType
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> ResourceModInfoNumberOfEntries
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:NsCfgInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1 -> NsIdToDelNumberOfEntries
[NEW] com.nokia.aiosc:NsAddInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1 -> NumUlUePerTti
[NEW] com.nokia.aiosc:NsAddInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1 -> ResType
[NEW] com.nokia.aiosc:NsiCellResCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1 -> NumDlPrb
[NEW] com.nokia.aiosc:NsiCellResCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1 -> NumUlPrb
[NEW] com.nokia.aiosc:NsiCellResCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsAddInfo-1/NsiCellResCfg-1 -> SparePara1
[NEW] com.nokia.aiosc:NsIdToAct :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToAct-1 -> NsIdToAct_CP
[NEW] com.nokia.aiosc:NsIdToDeAct :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDeAct-1 -> SparePara1
[NEW] com.nokia.aiosc:NsIdToDel :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsIdToDel-1 -> NsIdToDel_CP
[NEW] com.nokia.aiosc:NsModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1 -> NumUlUePerTti
[NEW] com.nokia.aiosc:NsModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1 -> ResType
[NEW] com.nokia.aiosc:NsiCellResCfgMod :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1/NsiCellResCfgMod-1 -> NumDlPrb
[NEW] com.nokia.aiosc:NsiCellResCfgMod :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/NsModInfo-1/NsiCellResCfgMod-1 -> NumUlPrb
[NEW] com.nokia.aiosc:ReslAddInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1 -> NumDlPrb
[NEW] com.nokia.aiosc:ReslAddInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1 -> NumUlPrb
[NEW] com.nokia.aiosc:ReslAddInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ReslAddInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:ResourceModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1 -> NumDlPrb
[NEW] com.nokia.aiosc:ResourceModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:ResourceModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1 -> NumUlPrb
[NEW] com.nokia.aiosc:ResourceModInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/NsCfgInfo-1/ResourceModInfo-1 -> NsResId
[NEW] com.nokia.aiosc:RlcCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/RlcCfg-1 -> SparePara1
[NEW] com.nokia.aiosc:SNSSAIList :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SNSSAIList-1 -> SNSSAIList_CP
[NEW] com.nokia.aiosc:SiSchedInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/SiSchedInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:GrpBPreambleCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlBwpCfg-1/RachCfgInfo-1/GrpBPreambleCfg-1 -> GrpBPreambleCfg_CP
[NEW] com.nokia.aiosc:UlFreqInfo :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1 -> SparePara1
[NEW] com.nokia.aiosc:MultiBandInfoUl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1 -> SpareParam1
[NEW] com.nokia.aiosc:NrNsPmaxValUl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1/NrNsPmaxValUl-1 -> AdditionalSpectrumEmission
[NEW] com.nokia.aiosc:NrNsPmaxValUl :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlFreqInfo-1/MultiBandInfoUl-1/NrNsPmaxValUl-1 -> PMax
[NEW] com.nokia.aiosc:UlTargetCqi :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgCmn-1/UlTargetCqi-1 -> SparePara1
[NEW] com.nokia.aiosc:UlCfgGrant :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UlCfgGrant-1 -> SparePara1
[NEW] com.nokia.aiosc:UrllcCfg :: Device-1/Services-1/FAPService-1/CellConfig-1/NR-1/DU-1/NRCellDU-1/UrllcCfg-1 -> SparePara1
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> SiteType_CP
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> ClusterName_CP
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> EnableDaisyChaining
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> NRFrameTimingOffset
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> DiagnoseBSRAdditionalText
[NEW] com.nokia.aiosc:X_Nokia_BSR :: Device-1/Services-1/X_Nokia_BSR-1 -> AvailabilityStatusn
[NEW] com.nokia.aiosc:GsmExtCellList :: Device-1/Services-1/X_Nokia_BSR-1/GsmExtCellList-1 -> GsmExtCellList_CP
[NEW] com.nokia.aiosc:GsmNatLocLockFrequency :: Device-1/Services-1/X_Nokia_BSR-1/GsmNatLocLockFrequency-1 -> GsmNatLocLockFrequency_CP
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> ClearPersistence
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> MaxNumReport
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> StopAddingUEToAnrProfile
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> AutoNrNbrremoval
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> SucReevalForNrNbr
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> SparePara1
[NEW] com.nokia.aiosc:AnrParam :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1 -> EventBasedANREnabled
[NEW] com.nokia.aiosc:DrxConfigAnrSpecificX :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/AnrParam-1/DrxConfigAnrSpecificX-1 -> SparePara1
[NEW] com.nokia.aiosc:CellTrace :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1 -> SourceIdn
[NEW] com.nokia.aiosc:CellTrace :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/CellTrace-1 -> SparePara1
[NEW] com.nokia.aiosc:EPF1U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1 -> EPF1U_CP
[NEW] com.nokia.aiosc:EPF1U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1 -> Id
[NEW] com.nokia.aiosc:EPF1U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1 -> ObjectInstance
[NEW] com.nokia.aiosc:EPF1U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPF1U-1 -> ObjectClass
[NEW] com.nokia.aiosc:EPNGU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPNGU-1 -> EPNGU_CP
[NEW] com.nokia.aiosc:EPS1U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPS1U-1 -> EPS1U_CP
[NEW] com.nokia.aiosc:EPX2U :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EPX2U-1 -> EPX2U_CP
[NEW] com.nokia.aiosc:EutraCuUpConfig :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/EutraCuUpConfig-1 -> SparePara1
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> MNC
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> ExternalENBFunction_CP
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> Id
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> SparePara1
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> MCC
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> ENBId
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> EnbNeighbourIpAddr
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> NoX2HoPresent
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> ExternalEUtranCellNumberOfEntries
[NEW] com.nokia.aiosc:ExternalENBFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1 -> ENBIdLength
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> CellLocalId
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> Id
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> SparePara1
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> PlmnListNumberOfEntries
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> ENBId
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> ExternalEUtranCellIndex
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> ModeType
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> Pci
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> TAC
[NEW] com.nokia.aiosc:ExternalEUtranCell :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1 -> ExternalEUtranCell_CP
[NEW] com.nokia.aiosc:FDD :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1 -> EarfcnDL
[NEW] com.nokia.aiosc:FDD :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1 -> EarfcnUL
[NEW] com.nokia.aiosc:FDD :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/FDD-1 -> SparePara1
[NEW] com.nokia.aiosc:PlmnList :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/PlmnList-1 -> MCC
[NEW] com.nokia.aiosc:PlmnList :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/PlmnList-1 -> MNC
[NEW] com.nokia.aiosc:TDD :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/TDD-1 -> Earfcn
[NEW] com.nokia.aiosc:TDD :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalENBFunction-1/ExternalEUtranCell-1/TDD-1 -> SparePara1
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> ExternalNRCellCUNumberOfEntries
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> ExternalGNBCUFunction_CP
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> GNBId
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> GNBIdLength
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> NrNeighbourGnbIpAddr
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> NoXnHoPresent
[NEW] com.nokia.aiosc:ExternalGNBCUFunction :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1 -> EnableInstance
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> MNC
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> SpareParam1
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> CellLocalId
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> ExternalNRCellCU_CP
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> NRCellDetectionType
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> SparePara1
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> ExternalNRCellIndexn
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> NRPCI
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> MCC
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> Tac
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> ModeTypen
[NEW] com.nokia.aiosc:ExternalNRCellCU :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1 -> EnableInstance
[NEW] com.nokia.aiosc:NRDL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1 -> NrArfcn
[NEW] com.nokia.aiosc:NRDL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1 -> NrNumRb
[NEW] com.nokia.aiosc:NRDL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1 -> NumFreqBandsNumberOfEntries
[NEW] com.nokia.aiosc:NRDL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1 -> SubCarrierSpacingInKhzn
[NEW] com.nokia.aiosc:NRDL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1 -> SparePara1
[NEW] com.nokia.aiosc:NumFreqBands :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRDL-1/NumFreqBands-1 -> NrFreqBandInd
[NEW] com.nokia.aiosc:NRUL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1 -> NrArfcn
[NEW] com.nokia.aiosc:NRUL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1 -> NrNumRb
[NEW] com.nokia.aiosc:NRUL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1 -> NumFreqBandsNumberOfEntries
[NEW] com.nokia.aiosc:NRUL :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1 -> SparePara1
[NEW] com.nokia.aiosc:NumFreqBandsUl :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ExternalGNBCUFunction-1/ExternalNRCellCU-1/NRUL-1/NumFreqBandsUl-1 -> NrFreqBandInd
[NEW] com.nokia.aiosc:FullIrnti :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/FullIrnti-1 -> SparePara1
[NEW] com.nokia.aiosc:NrQosPrioritizationInfo :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/NrQosPrioritizationInfo-1 -> X2WhiteListId
[NEW] com.nokia.aiosc:PriorityAndPciForRRCEstabCause :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/PriorityAndPciForRRCEstabCause-1 -> SparePara1
[NEW] com.nokia.aiosc:ShortIrnti :: Device-1/Services-1/X_Nokia_BSR-1/HgNB-1/XCU-1/ShortIrnti-1 -> SparePara1
